"N° CAS";"NOM SA";"CLASSEMENT RÉFÉRENCE";"CLASSEMENT DATE";"CLASSEMENT CATÉGORIE DANGER";"CLASSEMENT CODE H";"CLASSEMENT MENTION DANGER";"FACTEUR M VALEUR";"FACTEUR M ORIGINE";"FACTEUR M DATE"
"517875-34-2";"fenpicoxamide";"Classement adapté par l'ANSES selon les conclusions de l'EFSA";19/03/19;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";100;"ANSES";05/02/19
"67306-00-7";"fenpropidine";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";30/10/14;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1000;"ANSES";
"67306-00-7";"fenpropidine";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";30/10/14;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";100;"ANSES";
"67306-00-7";"fenpropidine";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";30/10/14;"Irritant pour la peau, catégorie 2";"H315";"Provoque une irritation cutanée";;"";
"67306-00-7";"fenpropidine";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";30/10/14;"Lésions oculaires graves, catégorie 1";"H318";"Provoque des lésions oculaires graves";;"";
"67306-00-7";"fenpropidine";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";30/10/14;"Toxicité spécifique pour certains organes cibles - Exposition unique - Irritation des voies respiratoires, catégorie 3";"H335";"Peut irriter les voies respiratoires";;"";
"67306-00-7";"fenpropidine";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";30/10/14;"Toxicité aiguë (par inhalation), catégorie 4";"H332";"Nocif par inhalation";;"";
"67306-00-7";"fenpropidine";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";30/10/14;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"67306-00-7";"fenpropidine";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";30/10/14;"Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2";"H373";"Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée";;"";
"67306-00-7";"fenpropidine";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";30/10/14;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"67564-91-4";"fenpropimorphe";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 2";"H411";"Toxique pour les organismes aquatiques, entraîne des effets à long terme";;"";
"67564-91-4";"fenpropimorphe";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Irritant pour la peau, catégorie 2";"H315";"Provoque une irritation cutanée";;"";
"67564-91-4";"fenpropimorphe";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"67564-91-4";"fenpropimorphe";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"473798-59-3";"fenpyrazamine";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"UE";04/05/17
"473798-59-3";"fenpyrazamine";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1;"UE";04/05/17
"134098-61-6";"fenpyroximate";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";100;"UE";24/07/15
"134098-61-6";"fenpyroximate";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1000;"UE";24/07/15
"134098-61-6";"fenpyroximate";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Sensibilisation cutanée, catégorie 1B";"H317";"Peut provoquer une allergie cutanée";;"";
"134098-61-6";"fenpyroximate";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Toxicité aiguë (par inhalation), catégorie 2";"H330";"Mortel par inhalation";;"";
"134098-61-6";"fenpyroximate";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Toxicité aiguë (par voie orale), catégorie 3";"H301";"Toxique en cas d'ingestion";;"";
"N/A";"fenugrec (extrait de )";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Sans classement";"Sans classement";"Sans classement";;"";
"104040-78-0";"flazasulfuron";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10000;"ANSES";17/12/13
"104040-78-0";"flazasulfuron";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1000;"ANSES";17/12/13
"158062-67-0";"flonicamid";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"145701-23-1";"florasulam";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";100;"ANSES";23/04/13
"145701-23-1";"florasulam";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";100;"ANSES";23/04/13
"79241-46-6";"fluazifop P butyl";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"79241-46-6";"fluazifop P butyl";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1;"ANSES";
"79241-46-6";"fluazifop P butyl";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1;"ANSES";
"79622-59-6";"fluazinam";"Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008)";05/06/14;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"UE";05/06/14
"79622-59-6";"fluazinam";"Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008)";05/06/14;"Lésions oculaires graves, catégorie 1";"H318";"Provoque des lésions oculaires graves";;"";
"79622-59-6";"fluazinam";"Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008)";05/06/14;"Sensibilisation cutanée, catégorie 1A";"H317";"Peut provoquer une allergie cutanée";;"";
"79622-59-6";"fluazinam";"Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008)";05/06/14;"Toxicité aiguë (par inhalation), catégorie 4";"H332";"Nocif par inhalation";;"";
"79622-59-6";"fluazinam";"Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008)";05/06/14;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"79622-59-6";"fluazinam";"Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008)";05/06/14;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"UE";05/06/14
"131341-86-1";"fludioxonyl";"Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008)";04/10/19;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1;"ANSES";05/12/17
"131341-86-1";"fludioxonyl";"Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008)";04/10/19;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"ANSES";05/12/17
"142459-58-3";"flufenacet";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2";"H373";"Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée";;"";
"142459-58-3";"flufenacet";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"142459-58-3";"flufenacet";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"142459-58-3";"flufenacet";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";100;"ANSES";19/07/13
"142459-58-3";"flufenacet";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";100;"ANSES";19/07/13
"103361-09-7";"flumioxazine";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1000;"UE";11/03/21
"103361-09-7";"flumioxazine";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1000;"UE";11/03/21
"103361-09-7";"flumioxazine";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"239110-15-7 ";"fluopicolide";"Pas de classfication harmonisée, donc classement adapté par l'ANSES selon le RAC opinion du 11/06/2020";25/05/21;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"ANSES";16/05/12
"239110-15-7 ";"fluopicolide";"Pas de classfication harmonisée, donc classement adapté par l'ANSES selon le RAC opinion du 11/06/2020";25/05/21;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"ANSES";16/05/12
"239110-15-7 ";"fluopicolide";"Pas de classfication harmonisée, donc classement adapté par l'ANSES selon le RAC opinion du 11/06/2020";25/05/21;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"658066-35-4";"fluopyram";"Règlement (UE) N°2016/1179 (9e ATP au Règlement 1272/2008)";19/07/16;"Dangers pour le milieu aquatique - Danger chronique, catégorie 2";"H411";"Toxique pour les organismes aquatiques, entraîne des effets à long terme";;"UE";19/07/16
"2699-79-8";"fluorure de sulfuryle";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Toxicité aiguë (par inhalation), catégorie 3";"H331";"Toxique par inhalation";;"";
"2699-79-8";"fluorure de sulfuryle";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2";"H373";"Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée";;"";
"2699-79-8";"fluorure de sulfuryle";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";;"";
"361377-29-9";"fluoxastrobine";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"ANSES";18/06/13
"361377-29-9";"fluoxastrobine";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";100;"ANSES";18/06/13
"361377-29-9";"fluoxastrobine";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Cancérogénicité, catégorie 2";"H351";"Susceptible de provoquer le cancer";;"";
"136426-54-5";"fluquinconazole";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par inhalation), catégorie 3";"H331";"Toxique par inhalation";;"";
"136426-54-5";"fluquinconazole";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";;"";
"136426-54-5";"fluquinconazole";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par voie orale), catégorie 3";"H301";"Toxique en cas d'ingestion";;"";
"136426-54-5";"fluquinconazole";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 1";"H372";"Risque avéré d'effet graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée";;"";
"136426-54-5";"fluquinconazole";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par voie cutanée), catégorie 4";"H312";"Nocif par contact cutané";;"";
"136426-54-5";"fluquinconazole";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";;"";
"136426-54-5";"fluquinconazole";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Irritant pour la peau, catégorie 2";"H315";"Provoque une irritation cutanée";;"";
"61213-25-0";"flurochloridone";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Toxicité pour la reproduction, catégorie 1B(FD)";"H360FD";"Peut nuire à la fertilité. Peut nuire au foetus";;"";
"61213-25-0";"flurochloridone";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";100;"";
"61213-25-0";"flurochloridone";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";100;"";
"61213-25-0";"flurochloridone";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"61213-25-0";"flurochloridone";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"69377-81-7";"fluroxypyr";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 3";"H412";"Nocif pour les organismes aquatiques, entraine des effets néfastes à long terme";;"";
"81406-37-3";"fluroxypyr : methylheptyl ester";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"ANSES";18/02/14
"81406-37-3";"fluroxypyr : methylheptyl ester";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"ANSES";18/02/14
"66332-96-5";"flutolanil";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Dangers pour le milieu aquatique - Danger chronique, catégorie 2";"H411";"Toxique pour les organismes aquatiques, entraîne des effets à long terme";;"";
"76674-21-0";"flutriafol";"Classement adapté par l'ANSES selon les conclusions de l'EFSA";22/03/16;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"76674-21-0";"flutriafol";"Classement adapté par l'ANSES selon les conclusions de l'EFSA";22/03/16;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"907204-31-3";"fluxapyroxad";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Effet sur ou via la lactation, catégorie Lacta.";"H362";"Peut être nocif pour les bébés nourris au lait maternel";;"";
