"Numéro CAS";"Nom SA";"Source";"Date";"Nom";"valeur";"Unite";"Etude(s) pivot(s) 1";"NOAEL de l'étude pivot 1";"Unité NOAEL étude pivot 1";"Etude(s) pivot(s) 2";"Facteur de sécurité";"F.correction (abs. orale lim.)"
"55512-33-9";"pyridate";"UE";01/01/16;"DJA";"0,036";"mg/kg/j";"Reproduction sur trois générations, rat";"3,6";"mg/kg p.c./j";"";100;"non nécessaire"
"53112-28-0";"pyrimethanil";"UE";23/05/06;"AOEL";"0,12";"mg/kg/j";"90 jours, voie orale, rat";"17";"mg/kg p.c./j";"2 ans, voie orale, rat";100;"72%"
"53112-28-0";"pyrimethanil";"UE";23/05/06;"DJA";"0,17";"mg/kg/j";"2 ans, voie orale, rat";"17";"mg/kg p.c./j";"Etude multigénérations, voie orale, rat";100;"non nécessaire"
"53112-28-0";"pyrimethanil";"UE";23/05/06;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"23103-98-2";"pyrimicarbe";"UE";27/01/06;"AOEL";"0,035";"mg/kg/j";"1 an, voie orale, chien";"3,5";"mg/kg p.c./j";"";100;"non nécessaire"
"23103-98-2";"pyrimicarbe";"UE";27/01/06;"ARFD";"0,1";"mg/kg pc";"Neurotoxicité, voie orale, rat, aigue";"10";"mg/kg p.c./j";"";100;"non nécessaire"
"23103-98-2";"pyrimicarbe";"UE";27/01/06;"DJA";"0,035";"mg/kg/j";"1 an, voie orale, chien";"3,5";"mg/kg p.c./j";"";100;"non nécessaire"
"29232-93-7";"pyrimiphos-methyl";"UE";16/03/07;"AOEL";"0,02";"mg/kg/j";"Neurotoxicité, voie orale, rat, chronique";"2,1";"mg/kg p.c./j";"2 ans, voie orale,  chien (NOAEL à 12 semaines) ; données humaines";100;"non nécessaire"
"29232-93-7";"pyrimiphos-methyl";"UE";16/03/07;"ARFD";"0,15";"mg/kg pc";"Neurotoxicité, voie orale, rat, aigue";"15";"mg/kg p.c./j";"";100;"non nécessaire"
"29232-93-7";"pyrimiphos-methyl";"UE";16/03/07;"DJA";"0,004";"mg/kg/j";"2 ans, voie orale, rat";"0,4";"mg/kg p.c./j";"2 ans, voie orale, chien ; données humaines";100;"non nécessaire"
"688046-61-9";"pyriofénone";"UE";01/02/14;"DJA";"0,07";"mg/kg/j";"2 ans, voie orale, rat";"7,25";"mg/kg/p.c./j";"";100;"non nécessaire"
"688046-61-9";"pyriofénone";"UE";01/02/14;"AOEL";"0,15";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"15";"mg/kg/p.c./j";"90 jours, voie orale, rat";100;"non nécessaire"
"688046-61-9";"pyriofénone";"UE";01/02/14;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"95737-68-1";"pyriproxyfen";"UE";01/08/20;"ARFD";"1";"mg/kg pc";"Tératogenèse, voie orale, lapin";"100";"mg/kg p.c./j";"";100;"non nécessaire"
"95737-68-1";"pyriproxyfen";"UE";01/08/20;"DJA";"0,05";"mg/kg/j";"18 mois, voie orale, souris";"16,4";"mg/kg p.c./j";"";300;"non nécessaire"
"95737-68-1";"pyriproxyfen";"UE";01/08/20;"AOEL";"0,04";"mg/kg/j";"1 an, voie orale, chien";"10";"mg/kg/p.c./j";"";100;"40%"
"95737-68-1";"pyriproxyfen";"UE";01/08/20;"AAOEL";"0,4";"mg/kg pc";"Tératogenèse, voie orale, lapin";"100";"mg/kg/p.c./j";"";100;"40%"
"422556-08-9";"pyroxsulame";"UE";01/05/14;"AOEL";"0,7";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"91";"mg/kg p.c./j";"";100;"75%"
"422556-08-9";"pyroxsulame";"UE";01/05/14;"DJA";"0,9";"mg/kg/j";"1 an, voie orale, chien";"89";"mg/kg p.c./j";"";100;"non nécessaire"
"422556-08-9";"pyroxsulame";"UE";01/05/14;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"90717-03-6";"Quinmerac";"UE";01/05/11;"DJA";"0,08";"mg/kg/j";"1 an, voie orale, chien";"7,9";"mg/kg p.c./j";"";100;"non nécessaire"
"90717-03-6";"Quinmerac";"UE";01/05/11;"ARFD";"0,3";"mg/kg pc";"Tératogenèse, voie orale, lapin";"30";"mg/kg p.c./j";"";100;"non nécessaire"
"90717-03-6";"Quinmerac";"UE";01/05/11;"AOEL";"0,08";"mg/kg/j";"1 an, voie orale, chien";"7,9";"mg/kg p.c./j";"";100;"non nécessaire"
"2797-51-5";"quinoclamine";"UE";30/06/08;"AOEL";"0,03";"mg/kg/j";"90 jours, voie orale, chien";"3";"mg/kg p.c./j";"";100;"non nécessaire"
"2797-51-5";"quinoclamine";"UE";30/06/08;"ARFD";"0,05";"mg/kg pc";"Tératogenèse, voie orale, rat";"5";"mg/kg p.c./j";"";100;"non nécessaire"
"2797-51-5";"quinoclamine";"UE";30/06/08;"DJA";"0,002";"mg/kg/j";"2 ans, voie orale, rat";"0,21";"mg/kg p.c./j";"";100;"non nécessaire"
"100646-51-3";"quizalofop-P-ethyl";"UE";23/04/09;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"100646-51-3";"quizalofop-P-ethyl";"UE";23/04/09;"DJA";"0,009";"mg/kg/j";"2 ans, voie orale, rat";"0,9";"mg/kg p.c./j";"";100;"non nécessaire"
"100646-51-3";"quizalofop-P-ethyl";"UE";23/04/09;"AOEL";"0,01";"mg/kg/j";"90 jours, voie orale, souris";"1,7";"mg/kg p.c./j";"";100;"67%"
"122931-48-0";"rimsulfuron";"UE";27/01/06;"AOEL";"0,07";"mg/kg/j";"90 jours, voie orale, rat";"9,63";"mg/kg p.c./j";"1 an, voie orale, chien";100;"70%"
"122931-48-0";"rimsulfuron";"UE";27/01/06;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"122931-48-0";"rimsulfuron";"UE";27/01/06;"DJA";"0,1";"mg/kg/j";"2 ans, voie orale, rat";"11,8";"mg/kg p.c./j";"";100;"non nécessaire"
"874967-67-6";"sedaxane";"UE";01/02/14;"AOEL";"0,28";"mg/kg/j";"90 jours, voie orale, rat";"28";"mg/kg p.c./j";"";100;"non nécessaire"
"874967-67-6";"sedaxane";"UE";01/02/14;"ARFD";"0,3";"mg/kg pc";"Neurotoxicité, voie orale, rat, aigue";"30";"mg/kg/p.c./j";"";100;"non nécessaire"
"874967-67-6";"sedaxane";"UE";01/02/14;"DJA";"0,11";"mg/kg/j";"2 ans, voie orale, rat";"11";"mg/kg p.c./j";"";100;"non nécessaire"
"175217-20-6";"silthiofam";"UE";01/07/18;"AOEL";"0,1";"mg/kg/j";"90 jours, voie orale, chien";"10";"mg/kg p.c./j";"";100;"non nécessaire"
"175217-20-6";"silthiofam";"UE";01/07/18;"DJA";"0,05";"mg/kg/j";"2 ans, voie orale, rat";"5";"mg/kg p.c./j";"";100;"non nécessaire"
"175217-20-6";"silthiofam";"UE";01/07/18;"ARFD";"0,2";"mg/kg pc";"Tératogenèse, voie orale, lapin";"20";"mg/kg/p.c./j";"";100;"non nécessaire"
"175217-20-6";"silthiofam";"UE";01/07/18;"AAOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"130561-48-7";"sintofen";"UE";01/06/11;"DJA";"0,091";"mg/kg/j";"2 ans, voie orale, rat";"9,1";"mg/kg p.c./j";"";100;"non nécessaire"
"130561-48-7";"sintofen";"UE";01/06/11;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"130561-48-7";"sintofen";"UE";01/06/11;"AOEL";"0,165";"mg/kg/j";"90 jours, voie orale, rat";"16,5";"mg/kg p.c./j";"";100;"non nécessaire"
"87392-12-9";"s-metolachlore";"UE";08/10/04;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"87392-12-9";"s-metolachlore";"UE";08/10/04;"DJA";"0,1";"mg/kg/j";"1 an, voie orale, chien";"9,7";"mg/kg p.c./j";"";100;"non nécessaire"
"87392-12-9";"s-metolachlore";"UE";08/10/04;"AOEL";"0,15";"mg/kg/j";"90 jours, voie orale, chien";"15,1";"mg/kg p.c./j";"";100;"non nécessaire"
"7704-34-9";"soufre";"UE";01/01/10;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"7704-34-9";"soufre";"UE";01/01/10;"DJA";"non pertinent";"";"";"";"";"";;"non nécessaire"
"7704-34-9";"soufre";"UE";01/01/10;"AOEL";"non pertinent";"";"";"";"";" non pertinent, comparer à l'apport alimentaire humain de 26 mg/kg/j en moyenne (EFSA)";;"non nécessaire"
"935545-74-7 (Spinetoram)";"spinetoram";"UE";07/01/14;"AOEL";"0,0065";"mg/kg/j";"1 an, voie orale, chien";"2,5";"mg/kg/p.c./j";"";100;"26%"
"935545-74-7 (Spinetoram)";"spinetoram";"UE";07/01/14;"DJA";"0,025";"mg/kg/j";"1 an, voie orale, chien";"2,5";"mg/kg/p.c./j";"";100;"non nécessaire"
"935545-74-7 (Spinetoram)";"spinetoram";"UE";07/01/14;"ARFD";"0,1";"mg/kg pc";"Etude multigénérations,voie orale, rat";"10";"mg/kg/p.c./j";"";100;"non nécessaire"
"168316-95-8";"spinosad";"UE";01/02/07;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"168316-95-8";"spinosad";"UE";01/02/07;"AOEL";"0,012";"mg/kg/j";"2 ans, voie orale, rat";"2,4";"mg/kg p.c./j";"";100;"50%"
"168316-95-8";"spinosad";"UE";01/02/07;"DJA";"0,024";"mg/kg/j";"2 ans, voie orale, rat";"2,4";"mg/kg p.c./j";"";100;"non nécessaire"
"148477-71-8";"spirodiclofen";"UE";18/03/10;"AOEL";"0,009";"mg/kg/j";"1 an, voie orale, chien";"1,45";"mg/kg/p.c./j";"";100;"65%"
"148477-71-8";"spirodiclofen";"UE";18/03/10;"DJA";"0,015";"mg/kg/j";"1 an, voie orale, chien";"1,45";"mg/kg p.c./j";"";100;"non nécessaire"
"148477-71-8";"spirodiclofen";"UE";18/03/10;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"203313-25-1";"spirotetramate";"UE";01/05/14;"AOEL";"0,05";"mg/kg/j";"1 an, voie orale, chien";"5";"mg/kg p.c./j";"";100;"non nécessaire"
"203313-25-1";"spirotetramate";"UE";01/05/14;"ARFD";"1";"mg/kg pc";"Neurotoxicité, voie orale, rat, aigue";"100";"mg/kg p.c./j";"";100;"non nécessaire"
"203313-25-1";"spirotetramate";"UE";01/05/14;"DJA";"0,05";"mg/kg/j";"1 an, voie orale, chien";"5";"mg/kg p.c./j";"";100;"non nécessaire"
"118134-30-8";"spiroxamine";"UE";01/01/12;"DJA";"0,025";"mg/kg/j";"1 an, voie orale, chien";"2,5";"mg/kg p.c./j";"";100;"non nécessaire"
"118134-30-8";"spiroxamine";"UE";01/01/12;"AOEL";"0,015";"mg/kg/j";"1 an, voie orale, chien";"2,5";"mg/kg p.c./j";"";100;"60%"
"118134-30-8";"spiroxamine";"UE";01/01/12;"ARFD";"0,1";"mg/kg pc";"Neurotoxicité, voie orale, rat, aigue";"10";"mg/kg/p.c./j";"";100;"non nécessaire"
"99105-77-8";"sulcotrione";"UE";01/09/09;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"99105-77-8";"sulcotrione";"UE";19/12/08;"DJA";"0,0004";"mg/kg/j";"2 ans, voie orale, rat";"0,04";"mg/kg p.c./j";"";100;"non nécessaire"
"99105-77-8";"sulcotrione";"UE";19/12/08;"AOEL";"0,0006";"mg/kg/j";"Reproduction sur deux générations, rat";"0,06";"mg/kg p.c./j";"";100;"non nécessaire"
"7782-63-0";"sulfate de fer";"UE";01/09/09;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"7782-63-0";"sulfate de fer";"UE";01/09/09;"DJA";"0,8";"mg/kg/j";"Autre(s) étude(s)";"";"";"Données humaines";;"non nécessaire"
"7782-63-0";"sulfate de fer";"UE";01/09/09;"AOEL";"0,38";"mg/kg/j";"Tératogenèse, voie orale, rat";"380";"mg/kg p.c./j";"Tératogenèse, voie orale, souris ; données humaines";100;"10%"
"141776-32-1";"Sulfosulfuron";"UE";01/01/16;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"141776-32-1";"Sulfosulfuron";"UE";01/01/16;"AOEL";"0,4";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"100";"mg/kg p.c./j";"";100;"40%"
"141776-32-1";"Sulfosulfuron";"UE";01/01/16;"DJA";"0,24";"mg/kg/j";"2 ans, voie orale, rat";"24,4";"mg/kg p.c./j";"";100;"non nécessaire"
"102851-06-9";"tau-fluvalinate";"UE";01/06/11;"DJA";"0,005";"mg/kg/j";"2 ans, voie orale, rat";"0,5";"mg/kg p.c./j";"";100;"non nécessaire"
"102851-06-9";"tau-fluvalinate";"UE";01/06/11;"AOEL";"0,0044";"mg/kg/j";"90 jours, voie orale, rat";"1";"mg/kg p.c./j";"";100;"44%"
"102851-06-9";"tau-fluvalinate";"UE";01/06/11;"ARFD";"0,05";"mg/kg pc";"Tératogenèse, voie orale, rat";"5";"mg/kg p.c./j";"Neurotoxicité, voie orale, rat, chronique";100;"non nécessaire"
"107534-96-3";"tebuconazole";"UE";01/09/09;"AOEL";"0,03";"mg/kg/j";"1 an, voie orale, chien";"3";"mg/kg p.c./j";"Tératogenèse, voie orale, souris (LOAEL)";100;"non nécessaire"
"107534-96-3";"tebuconazole";"UE";01/09/09;"ARFD";"0,03";"mg/kg pc";"Autre(s) étude(s)";"10";"mg/kg p.c./j";"Tératogenèse, voie orale, souris";300;"non nécessaire"
"107534-96-3";"tebuconazole";"UE";01/09/09;"DJA";"0,03";"mg/kg/j";"1 an, voie orale, chien";"3";"mg/kg p.c./j";"Tératogenèse, voie orale, souris (LOAEL)";100;"non nécessaire"
"112410-23-8";"tebufenozide";"UE";01/06/11;"DJA";"0,02";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"2";"mg/kg p.c./j";"Etude multigénérations, voie orale, rat";100;"non nécessaire"
"112410-23-8";"tebufenozide";"UE";01/06/11;"AOEL";"0,008";"mg/kg/j";"90 jours, voie orale, chien";"2";"mg/kg p.c./j";"";100;"40%"
"112410-23-8";"tebufenozide";"UE";01/06/11;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"119168-77-3";"tebufenpyrad";"UE";01/11/09;"ARFD";"0,02";"mg/kg pc";"90 jours et 1 an, voie orale, chien";"2";"mg/kg/p.c./j";"";100;"non nécessaire"
"119168-77-3";"tebufenpyrad";"UE";01/11/09;"AOEL";"0,01";"mg/kg/j";"90 jours, voie orale, rat";"0,7";"mg/kg/p.c./j";"2 ans,  voie orale, rat";100;"non nécessaire"
"119168-77-3";"tebufenpyrad";"UE";01/11/09;"DJA";"0,01";"mg/kg/j";"2 ans, voie orale, rat";"0,8";"mg/kg/p.c./j";"90 jours, voire orale, rat";100;"non nécessaire"
"83121-18-0";"teflubenzuron";"UE";23/04/09;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"83121-18-0";"teflubenzuron";"UE";23/04/09;"DJA";"0,01";"mg/kg/j";"18 mois, voie orale, souris";"2,1";"mg/kg/p.c./j";"";200;"non nécessaire"
"83121-18-0";"teflubenzuron";"UE";23/04/09;"AOEL";"0,016";"mg/kg/j";"90 jours, voie orale, rat";"8";"mg/kg p.c./j";"";100;"20%"
"79538-32-2";"tefluthrine";"UE";01/01/12;"AOEL";"0,0015";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"0,5";"mg/kg p.c./j";"";100;"30%"
"79538-32-2";"tefluthrine";"UE";01/01/12;"ARFD";"0,005";"mg/kg pc";"90 jours, voie orale, chien";"0,5";"mg/kg p.c./j";"";100;"non nécessaire"
"79538-32-2";"tefluthrine";"UE";01/01/12;"DJA";"0,005";"mg/kg/j";"1 an, voie orale, chien";"0,5";"mg/kg p.c./j";"";100;"non nécessaire"
"335104-84-2";"tembotrione";"UE";01/05/14;"ARFD";"0,1";"mg/kg pc";"Tératogenèse, voie orale, lapin";"10";"mg/kg p.c./j";"";100;"non nécessaire"
"335104-84-2";"tembotrione";"UE";01/05/14;"DJA";"0,0004";"mg/kg/j";"2 ans, voie orale, rat";"0,04";"mg/kg p.c./j";"";100;"non nécessaire"
"335104-84-2";"tembotrione";"UE";01/05/14;"AOEL";"0,0007";"mg/kg/j";"90 jours, voie orale, rat";"0,07";"mg/kg p.c./j";"";100;"non nécessaire"
"5915-41-3";"terbuthylazine";"UE";01/01/12;"DJA";"0,004";"mg/kg/j";"2 ans, voie orale, rat";"0,35";"mg/kg/p.c./j";"1 an, voie orale, chien";100;"non nécessaire"
"5915-41-3";"terbuthylazine";"UE";01/01/12;"ARFD";"0,008";"mg/kg pc";"Tératogenèse, voie orale, lapin";"0,8";"mg/kg/p.c./j";"";100;"non nécessaire"
"5915-41-3";"terbuthylazine";"UE";01/01/12;"AOEL";"0,0032";"mg/kg/j";"1 an, voie orale, chien";"0,4";"mg/kg/p.c./j";"";100;"79%"
"112281-77-3";"tetraconazole";"UE";31/07/08;"AOEL";"0,03";"mg/kg/j";"1 an, voie orale, chien";"2,95";"mg/kg/p.c./j";"";100;"non nécessaire"
"112281-77-3";"tetraconazole";"UE";31/07/08;"DJA";"0,004";"mg/kg/j";"2 ans, voie orale, rat";"0,4";"mg/kg/p.c./j";"";100;"non nécessaire"
"112281-77-3";"tetraconazole";"UE";31/07/08;"ARFD";"0,05";"mg/kg pc";"Tératogenèse, voie orale, rat";"5";"mg/kg/p.c./j";"";100;"non nécessaire"
"148-79-8";"thiabendazole";"UE";01/04/17;"AOEL";"0,07";"mg/kg/j";"2 ans, voie orale, rat";"10";"mg/kg p.c./j";"";100;"70%"
"148-79-8";"thiabendazole";"UE";01/04/17;"ARFD";"0,1";"mg/kg pc";"Tératogenèse, voie orale, rat";"10";"mg/kg/p.c./j";"";100;"non nécessaire"
"148-79-8";"thiabendazole";"UE";01/04/17;"DJA";"0,1";"mg/kg/j";"2 ans, voie orale, rat";"10";"mg/kg p.c./j";"";100;"non nécessaire"
"111988-49-9";"thiacloprid";"UE";13/01/20;"ARFD";"0,02";"mg/kg pc";"Tératogenèse, voie orale, rat";"2";"mg/kg p.c./j";"";100;"non nécessaire"
"111988-49-9";"thiacloprid";"UE";13/01/20;"AOEL";"0,02";"mg/kg/j";"Tératogenèse, voie orale, lapin";"2";"mg/kg p.c./j";"Tératogenèse, voie orale, rat";100;"non nécessaire"
"111988-49-9";"thiacloprid";"UE";13/01/20;"DJA";"0,01";"mg/kg/j";"2 ans, voie orale, rat";"1,2";"mg/kg p.c./j";"";100;"non nécessaire"
"111988-49-9";"thiacloprid";"UE";13/01/20;"AAOEL";"0,02";"mg/kg pc";"Tératogenèse, voie orale, rat";"2";"mg/kg/p.c./j";"";100;"non nécessaire"
"153719-23-4";"thiamethoxam";"UE";14/07/06;"ARFD";"0,5";"mg/kg pc";"Tératogenèse, voie orale, lapin";"50";"mg/kg p.c./j";"";100;"non nécessaire"
"153719-23-4";"thiamethoxam";"UE";14/07/06;"DJA";"0,026";"mg/kg/j";"18 mois, voie orale, souris";"2,6";"mg/kg p.c./j";"";100;"non nécessaire"
"153719-23-4";"thiamethoxam";"UE";14/07/06;"AOEL";"0,08";"mg/kg/j";"90 jours, voie orale, chien";"8,2";"mg/kg p.c./j";"";100;"non nécessaire"
"317815-83-1";"thiencarbazone-methyl";"UE";11/07/13;"AOEL";"0,12";"mg/kg/j";"90 jours, voie orale, rat";"24";"mg/kg p.c./j";"";100;"non nécessaire"
"317815-83-1";"thiencarbazone-methyl";"UE";11/07/13;"DJA";"0,23";"mg/kg/j";"2 ans, voie orale, rat";"22,8";"mg/kg p.c./j";"";100;"non nécessaire"
"317815-83-1";"thiencarbazone-methyl";"UE";11/07/13;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"79277-27-3";"thifensulfuron methyle";"UE";12/07/16;"ARFD";"2";"mg/kg pc";"Tératogenèse, voie orale, rat";"200";"mg/kg/p.c./j";"";100;"non nécessaire"
"79277-27-3";"thifensulfuron methyle";"UE";12/07/16;"AOEL";"0,07";"mg/kg/j";"90 jours, voie orale, rat";"7";"mg/kg p.c./j";"";100;"non nécessaire"
"79277-27-3";"thifensulfuron methyle";"UE";12/07/16;"DJA";"0,01";"mg/kg/j";"2 ans, voie orale, rat";"0,96";"mg/kg p.c./j";"";100;"non nécessaire"
"23564-05-8";"thiophanate-methyl";"UE";08/12/17;"AOEL";"";"";"";"";"";"EFSA Journal 2018;16(1):5133: VTR non établie du fait de la préoccupation génotoxique";;"non nécessaire"
"23564-05-8";"thiophanate-methyl";"UE";08/12/17;"ARFD";"";"";"";"";"";"EFSA Journal 2018;16(1):5133: VTR non établie du fait de la préoccupation génotoxique";;"non nécessaire"
"23564-05-8";"thiophanate-methyl";"UE";08/12/17;"DJA";"";"";"";"";"";"EFSA Journal 2018;16(1):5133: VTR non établie du fait de la préoccupation génotoxique";;"non nécessaire"
"57018-04-9";"Tolclophos methyle";"UE";01/09/19;"DJA";"0,064";"mg/kg/j";"2 ans, voie orale, souris";"6,4";"mg/kg p.c./j";"";100;"non nécessaire"
"57018-04-9";"Tolclophos methyle";"UE";01/09/19;"AAOEL";"0,14";"mg/kg pc";"Autre(s) étude(s)";"13,8";"mg/kg/p.c./j";"9 mois, voie orale, souris";100;"non nécessaire"
"57018-04-9";"Tolclophos methyle";"UE";01/09/19;"AOEL";"0,064";"mg/kg/j";"2 ans, voie orale, souris";"6,4";"mg/kg p.c./j";"";100;"non nécessaire"
"57018-04-9";"Tolclophos methyle";"UE";01/09/19;"ARFD";"0,14";"mg/kg pc";"Autre(s) étude(s)";"13,8";"mg/kg/p.c./j";"9 mois, voie orale, souris";100;"non nécessaire"
"87820-88-0";"tralkoxydime";"UE";25/11/08;"ARFD";"0,01";"mg/kg pc";"Tératogenèse, voie orale, rat";"1";"mg/kg/p.c./j";"";100;"non nécessaire"
"87820-88-0";"tralkoxydime";"UE";25/11/08;"AOEL";"0,005";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"0,5";"mg/kg p.c./j";"";100;"non nécessaire"
"87820-88-0";"tralkoxydime";"UE";25/11/08;"DJA";"0,005";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"0,5";"mg/kg p.c./j";"";100;"non nécessaire"
"55219-65-3";"triadimenol";"UE";19/12/08;"AOEL";"0,05";"mg/kg/j";"Tératogenèse, voie orale, rat";"5";"mg/kg/p.c./j";"";100;"non nécessaire"
"55219-65-3";"triadimenol";"UE";19/12/08;"DJA";"0,05";"mg/kg/j";"2 ans, voie orale, rat";"5";"mg/kg/p.c./j";"";100;"non nécessaire"
"55219-65-3";"triadimenol";"UE";19/12/08;"ARFD";"0,05";"mg/kg pc";"Tératogenèse, voie orale, rat";"5";"mg/kg/p.c./j";"";100;"non nécessaire"
"2303-17-5";"tri-allate";"UE";01/01/10;"DJA";"0,025";"mg/kg/j";"2 ans, voie orale, rat";"2,5";"mg/kg/p.c./j";"";100;"non nécessaire"
"2303-17-5";"tri-allate";"UE";01/01/10;"ARFD";"0,6";"mg/kg pc";"Neurotoxicité, voie orale, rat, aigue";"60";"mg/kg/p.c./j";"";100;"non nécessaire"
"2303-17-5";"tri-allate";"UE";01/01/10;"AOEL";"0,032";"mg/kg/j";"Neurotoxicité, voie orale, rat, chronique";"6,4";"mg/kg p.c./j";"";100;"50%"
"101200-48-0";"tribenuron-methyl";"UE";01/02/19;"ARFD";"0,2";"mg/kg pc";"Tératogenèse, voie orale, lapin";"20";"mg/kg p.c./j";"";100;"non nécessaire"
"101200-48-0";"tribenuron-methyl";"UE";01/02/19;"DJA";"0,01";"mg/kg/j";"2 ans, voie orale, rat";"1";"mg/kg p.c./j";"";100;"non nécessaire"
"101200-48-0";"tribenuron-methyl";"UE";01/02/19;"AAOEL";"0,13";"mg/kg pc";"Tératogenèse, voie orale, lapin";"20";"mg/kg/p.c./j";"";100;"67%"
"101200-48-0";"tribenuron-methyl";"UE";01/02/19;"AOEL";"0,05";"mg/kg/j";"90 jours, voie orale, rat";"7";"mg/kg p.c./j";"";100;"67%"
"055335-06-3";"triclopyr";"UE";21/08/06;"DJA";"0,03";"mg/kg/j";"2 ans, voie orale, rat";"3";"mg/kg p.c./j";"";100;"non nécessaire"
"055335-06-3";"triclopyr";"UE";21/08/06;"AOEL";"0,05";"mg/kg/j";"90 jours, voie orale, rat";"5";"mg/kg p.c./j";"";100;"non nécessaire"
"055335-06-3";"triclopyr";"UE";21/08/06;"ARFD";"0,3";"mg/kg pc";"Tératogenèse, voie orale, lapin";"30";"mg/kg p.c./j";"";100;"non nécessaire"
"64700-56-7";"triclopyr butoxy ethyl ester";"UE";21/08/06;"AOEL";"0,05";"mg/kg/j";"90 jours, voie orale, rat";"5";"mg/kg p.c./j";"";100;"non nécessaire"
"64700-56-7";"triclopyr butoxy ethyl ester";"UE";21/08/06;"ARFD";"0,3";"mg/kg pc";"Tératogenèse, voie orale, lapin";"30";"mg/kg p.c./j";"";100;"non nécessaire"
"64700-56-7";"triclopyr butoxy ethyl ester";"UE";21/08/06;"DJA";"0,03";"mg/kg/j";"2 ans, voie orale, rat";"3";"mg/kg p.c./j";"";100;"non nécessaire"
"141517-21-7";"trifloxystrobine";"UE";01/08/18;"DJA";"0,1";"mg/kg/j";"2 ans, voie orale, rat";"10";"mg/kg p.c./j";"";100;"non nécessaire"
"141517-21-7";"trifloxystrobine";"UE";01/08/18;"AOEL";"0,06";"mg/kg/j";"2 ans, voie orale, rat";"10";"mg/kg p.c./j";"";100;"60%"
"141517-21-7";"trifloxystrobine";"UE";01/08/18;"ARFD";"0,5";"mg/kg pc";"Tératogenèse, voie orale, lapin";"50";"mg/kg/p.c./j";"";100;"non nécessaire"
"141517-21-7";"trifloxystrobine";"UE";01/08/18;"AAOEL";"0,3";"mg/kg pc";"Tératogenèse, voie orale, lapin";"50";"mg/kg/p.c./j";"";100;"60%"
"126535-15-7";"triflusulfuron-methyle";"UE";26/02/09;"ARFD";"1,2";"mg/kg pc";"Tératogenèse, voie orale, rat";"1,2";"mg/kg p.c./j";"";100;"non nécessaire"
"126535-15-7";"triflusulfuron-methyle";"UE";26/02/09;"DJA";"0,04";"mg/kg/j";"2 ans, voie orale, rat";"4";"mg/kg p.c./j";"";100;"non nécessaire"
"126535-15-7";"triflusulfuron-methyle";"UE";26/02/09;"AOEL";"0,04";"mg/kg/j";"90 jours, voie orale, rat";"6,6";"mg/kg p.c./j";"";100;"65%"
"95266-40-3";"trinexapac-ethyl";"UE";04/04/06;"DJA";"0,32";"mg/kg/j";"1 an, voie orale, chien";"32";"mg/kg p.c./j";"";100;"non nécessaire"
"95266-40-3";"trinexapac-ethyl";"UE";04/04/06;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"95266-40-3";"trinexapac-ethyl";"UE";04/04/06;"AOEL";"0,34";"mg/kg/j";"90 jours, voie orale, rat";"34";"mg/kg p.c./j";"";100;"non nécessaire"
"131983-72-7";"triticonazole";"UE";27/01/06;"AOEL";"0,025";"mg/kg/j";"1 an, voie orale, chien";"2,5";"mg/kg p.c./j";"";100;"non nécessaire"
"131983-72-7";"triticonazole";"UE";27/01/06;"ARFD";"0,05";"mg/kg pc";"Tératogenèse, voie orale, lapin";"5";"mg/kg p.c./j";"";100;"non nécessaire"
"131983-72-7";"triticonazole";"UE";27/01/06;"DJA";"0,025";"mg/kg/j";"1 an, voie orale, chien";"2,5";"mg/kg p.c./j";"";100;"non nécessaire"
"142469-14-5";"tritosulfuron";"UE";01/12/08;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"142469-14-5";"tritosulfuron";"UE";01/12/08;"AOEL";"0,15";"mg/kg/j";"90 jours, voie orale, chien";"15";"mg/kg/p.c./j";"";100;"non nécessaire"
