(produit) type produit;(produit) numero AMM;(produit) nom produit;(produit) seconds noms commerciaux;(produit) titulaire;(produit) type commercial;(produit) gamme usage;(produit) mentions autorisees;(produit) restrictions usage;(produit) restrictions usage libelle;(produit) Substances actives;(produit) fonctions;(produit) formulations;(produit) Etat d’autorisation;(produit) Date de retrait du produit;(produit) Date de première autorisation;(produit) Numéro AMM du produit de référence;(produit) Nom du produit de référence;
PPP;6500167;CUBEROL PULVERISATION;;Evergreen Garden Care France SAS;Produit de référence;;Emploi autorisé dans les jardins;;;roténone (Rotenone) 5.0 % | Dioctyl sulfosuccinate de sodium (Dioctyl sulfosuccinate de sodium) 2.0 % | Talc (Talc) 100.0 %;Insecticide;Poudre mouillable;RETIRE;05/10/2006;01/12/1965;;;
PPP;6500171;SOUFRACTIF ESSOR;;ENGRAIS MAZAMETAINS 'ESSOR';Produit de revente;;;;;soufre micronisé (Sulphur) 80.0 %;;Poudre mouillable;RETIRE;13/10/2006;01/12/1965;5200079;SOUFRE MICRONISE MOUILLABLE SOLFO;
PPP;6500178;ARESIN COMBI;;FRANCAISE HOECHST;Produit de référence;;;;;monolinuron (Monolinuron) 11.5 % | dinosèbe ester acétique (Dinoseb) 35.2 %;;Poudre mouillable;RETIRE;01/02/1988;01/12/1965;;;
PPP;6500180;K.O.LIMACES;;PROCIDA /ROUSSEL UCLAF        DIV AGROVET HOMOLOG;Produit de référence;;;;;metaldéhyde (Metaldehyde) 5.0 %;;Appât sur grains;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500184;CARBAMULT FA;;SCHERING;Produit de référence;;;;;promécarbe (Promecarb) 37.5 %;Fongicide;Poudre mouillable;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500193;TORDON 101;;DOW AGROSCIENCES SAS;Produit de référence;;;;;2,4-D sel de tri isopropanol amine (2,4-D) 240.0 g/L | piclorame sel de tri isopropanolamine (Picloram) 65.0 g/L;Herbicide;Liquide;RETIRE;07/05/2015;01/12/1968;;;
PPP;6500197;SANICEP;;SEDAGRI                       DEP.RHONE POULENC AG;Produit de référence;;;;;cuivre de l'oxychlorure de cuivre (Copper compounds) 37.5 % | zinèbe (Zineb) 15.0 %;;Poudre mouillable;RETIRE;04/04/2003;01/12/1965;;;
PPP;6500201;FLUXOL 20;;SEDAGRI                       DEP.RHONE POULENC AG;Produit de référence;;;;;gamma-HCH (Gamma-HCH) 200.0 g/L;;Concentré émulsionnable;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500208;RADOXONE TL;;SOPRA;Produit de référence;;;;;amitrole (Amitrole) 240.0 g/L | thiocyanate d'ammonium (Ammonium thiocyanate) 215.0 g/L;;Liquide;RETIRE;01/12/1996;01/12/1965;;;
PPP;6500220;FOGOX M 50;;HECQUET GEORGES;Produit de référence;;;;;malathion (Malathion) 500.0 g/L;;Concentré émulsionnable;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500223;ENDOSAN 50 POUDRE MOUILLABLE;;FRANCAISE HOECHST;Produit de référence;;;;;binapacryl (Binapacryl) 50.0 %;;Poudre mouillable;RETIRE;01/04/1991;01/12/1965;;;
PPP;6500224;ENDOSAN 40 EMULSIONNABLE;;FRANCAISE HOECHST;Produit de référence;;;;;binapacryl (Binapacryl) 384.0 g/L;;Concentré émulsionnable;RETIRE;01/04/1991;01/12/1965;;;
PPP;6500225;YVEROX;;LS LABO;Produit de référence;;;;;malathion (Malathion) 120.0 g/L | Huiles blanches de petrole (Huiles blanches de petrole) 480.0 g/L;Insecticide;Liquide;RETIRE;28/06/2006;01/12/1965;;;
PPP;6500227;CUPROLATE TRIPLE SPECIAL;;DOW ELANCO SA;Produit de référence;;;;;anthraquinone (Anthraquinone) 33.5 % | gamma-HCH (Gamma-HCH) 33.5 % | Oxyquinoleate de cuivre (Oxyquinoleate de cuivre) 20.0 %;;Poudre mouillable;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500235;GATIMAL;;RHODIA CHIMIE;Produit de référence;;;;;malathion (Malathion) 250.0 g/L | gamma-HCH (Gamma-HCH) 35.0 g/L;;Liquide;RETIRE;01/10/1990;01/12/1965;;;
PPP;6500238;NOVERMONE ESTER;;CFPI AGRO;Produit de référence;;;;;2,4-D ester de butyl glycol (2,4-D) 235.0 g/L;;Concentré émulsionnable;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500239;NOVERMONE CONCENTRE;;CFPI AGRO;Produit de référence;;;;;2,4-D ester de butyl glycol (2,4-D) 480.0 g/L;;Concentré émulsionnable;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500240;NOVERMONE AMINE;;CFPI AGRO;Produit de référence;;;;;2,4-D sel d'amine (2,4-D) 410.0 g/L;;Liquide;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500241;NOVERMONE DEBROUSSAILLANT;;CFPI AGRO;Produit de référence;;;;;2,4,5-T ester de butyl glycol (2,4,5-T) 85.0 g/L | 2,4-D ester de butyl glycol (2,4-D) 165.0 g/L;;Concentré émulsionnable;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500242;NOVERMONE SPECIAL;;CFPI AGRO;Produit de référence;;;;;MCPA sels de sodium et de potassium (MCPA) 400.0 g/L;;Liquide;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500243;NOVERMONE EXTRA;;CFPI AGRO;Produit de référence;;;;;2,4-D sel d'amine (2,4-D) 60.0 g/L | mécoprop sel d'amine (Mecoprop) 440.0 g/L | MCPA sel d'amine (MCPA) 60.0 g/L;;Liquide;RETIRE;01/10/1997;01/12/1965;;;
PPP;6500248;PERFEKTAN;;BASF FRANCE SAS;Produit de référence;;;;;gamma-HCH (Gamma-HCH) 200.0 g/L;;Concentré émulsionnable;RETIRE;01/10/1990;01/12/1965;;;
PPP;6500249;POLYRAM;;BASF FRANCE SAS;Produit de référence;;;;;métirame (Metiram) 80.0 %;;Poudre mouillable;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500250;COBOX;;BASF FRANCE SAS;Produit de référence;;;;;cuivre de l'oxychlorure de cuivre (Copper compounds) 50.0 %;;Poudre mouillable;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500253;GERMINATE ANTI-CORBEAUX;;PEPRO  DEP.RHONE POULENC AGROCHIMIE;Produit de référence;;;;;anthraquinone (Anthraquinone) 35.0 % | Oxyquinoleate de cuivre (Oxyquinoleate de cuivre) 15.0 %;;Poudre mouillable;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500257;PRINTAZOL TOTAL;;BAYER SAS;Produit de référence;;;;;2,4-D sel d'amine (2,4-D) 60.0 g/L | mécoprop sel d'amine (Mecoprop) 440.0 g/L | piclorame sel d'amine (Picloram) 4.0 g/L | MCPA sel d'amine (MCPA) 60.0 g/L;Herbicide;Liquide;RETIRE;25/10/2006;01/12/1965;;;
PPP;6500258;PERFEKTHION PROCIDA;;PROCIDA /ROUSSEL UCLAF        DIV AGROVET HOMOLOG;Produit de référence;;;;;diméthoate (Dimethoate) 400.0 g/L;;Concentré émulsionnable;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500259;GAMMORAN SPECIAL BOUILLIE;;PROCIDA /ROUSSEL UCLAF        DIV AGROVET HOMOLOG;Produit de référence;;;;;anthraquinone (Anthraquinone) 25.0 % | gamma-HCH (Gamma-HCH) 40.0 % | Mercure du silicate de methoxyethylmercure (Mercure du silicate de methoxyethylmercure) 1.5 %;;Poudre mouillable;RETIRE;01/04/1989;01/12/1965;;;
PPP;6500261;AGERZOL 1000;;AGREVO FRANCE S.A.;Produit de référence;;;;;2,4-D ester de butyl glycol (2,4-D) 720.0 g/L;Herbicide;Concentré émulsionnable;RETIRE;09/06/2000;01/12/1965;;;
PPP;6500262;TYPHOLINE C;;PROCIDA /ROUSSEL UCLAF        DIV AGROVET HOMOLOG;Produit de référence;;;;;Huiles blanches de petrole (Huiles blanches de petrole) 680.0 g/L | Parathion-ethyl (Parathion-ethyl) 50.0 g/L;;Liquide;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500271;DU PONT DESHERBANT 50 L;;DUPONT SOLUTIONS (FRANCE) S.A.S.;Produit de référence;;;;;linuron (Linuron) 50.0 %;Herbicide;Poudre mouillable;RETIRE;06/02/2004;01/12/1965;;;
PPP;6500276;MANCOCUIVRE.;;SYNGENTA AGRO S.A.S.;Produit de référence;;;;;cuivre de l'oxychlorure de cuivre (Copper compounds) 33.0 % | mancozèbe (Mancozeb) 26.5 %;;Poudre mouillable;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500300;CORFUI 60;;DOW ELANCO SA;Produit de référence;;;;;anthraquinone (Anthraquinone) 60.0 %;;Poudre mouillable;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500302;GRAINS TUDOR CORBO;;Evergreen Garden Care France SAS;Produit de référence;;;;;Alpha-chloralose (Alpha-chloralose) 0.5 %;Corvicide;Appât sur grains;RETIRE;28/06/2007;01/12/1966;;;
PPP;6500307;CERTROL P;;CFPI AGRO;Produit de référence;;;;;ioxynil sel de sodium (Ioxynil) 120.0 g/L | mécoprop sel de sodium (Mecoprop) 360.0 g/L;;Liquide;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500308;DITHANE M 45 POUDRAGE;;ROHM AND HAAS FRANCE;Produit de référence;;;;;mancozèbe (Mancozeb) 6.0 %;;Poudre pour poudrage;RETIRE;01/12/1987;01/12/1968;;;
PPP;6500317;HEDONAL LIQUIDE;;BAYER SAS;Produit de référence;;;;;2,4-D sel de diméthylamine (2,4-D) 550.0 g/L;;Liquide;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500319;BI HEDONAL LIQUIDE;;BAYER SAS;Produit de référence;;;;;2,4-D sel de diméthylamine (2,4-D) 275.0 g/L | MCPA sel de diméthylamine (MCPA) 270.0 g/L;;Liquide;RETIRE;01/11/1995;01/12/1965;;;
PPP;6500329;CIDAX TL;;SEDAGRI                       DEP.RHONE POULENC AG;Produit de référence;;;;;amitrole (Amitrole) 240.0 g/L | thiocyanate d'ammonium (Ammonium thiocyanate) 215.0 g/L;;Liquide;RETIRE;14/03/2005;01/12/1965;;;
PPP;6500356;PANCIDE;;SANDOZ AGRO;Produit de référence;;;;;azinphos-méthyl (Azinphos-methyl) 25.0 %;;Poudre mouillable;RETIRE;01/12/1991;01/12/1965;;;
PPP;7600192;TELONE II SCHERING;;SCHERING;Produit de référence;;;;;1,3-Dichloropropène (1,3-Dichloropropene) 1107.0 g/L;;Liquide fumigation;RETIRE;01/10/1996;01/12/1976;;;
PPP;7600218;DEBROUSS'T 600;;PHYTEUROP;Produit de référence;;;;;2,4,5-T ester isooctylique (2,4,5-T) 600.0 g/L;;Liquide;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600221;AXA SEMENCES TRIPLE;;AXA;Produit de référence;;;;;anthraquinone (Anthraquinone) 20.0 % | manèbe (Maneb) 48.0 % | gamma-HCH (Gamma-HCH) 20.0 %;;Poudre pour poudrage;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600226;SPICAZINE 50 L;;PROCIDA /ROUSSEL UCLAF        DIV AGROVET HOMOLOG;Produit de référence;;;;;atrazine (Atrazine) 500.0 g/L;;Liquide;RETIRE;01/10/1991;01/12/1976;;;
PPP;7600235;KRENITE;;DUPONT SOLUTIONS (FRANCE) S.A.S.;Produit de référence;;;;;fosamine (Fosamine) 480.0 g/L;Dévitalisation;Liquide;RETIRE;06/02/2004;01/12/1976;;;
PPP;7600237;PHALTOCUIVRE BX;;BAYER SAS;Produit de référence;;;;;sulfate de cuivre (Copper compounds) 7.0 % | folpel (Folpet) 35.0 %;Fongicide;Poudre mouillable;RETIRE;13/10/2008;01/12/1976;;;
PPP;7600246;SULFATEX F;;LETELLIER;Produit de référence;;;;;cuivre de l'oxychlorure de cuivre (Copper compounds) 5.0 % | sulfate de cuivre (Copper compounds) 10.0 % | folpel (Folpet) 25.0 %;Fongicide;Poudre mouillable;RETIRE;17/09/2010;01/12/1976;;;
PPP;7600248;KLOBEN LIQUIDE;;DUPONT SOLUTIONS (FRANCE) S.A.S.;Produit de référence;;;;;néburon (Neburon) 400.0 g/L;;Liquide;RETIRE;01/10/1996;01/12/1976;;;
PPP;7600270;DACONIL 2787 W 75;;SOPRA;Produit de référence;;;;;chlorothalonil (Chlorothalonil) 75.0 %;Fongicide;Poudre mouillable;RETIRE;01/10/1998;01/12/1976;;;
PPP;7600284;PROSIL;;CALOR;Produit de référence;;;;;Composition complexe (Composition complexe) 100.0 %;;Liquide;RETIRE;01/12/1993;01/12/1976;;;
PPP;7600294;KB MOUSSE DU GAZON;;RHODIA CHIMIE;Produit de référence;;;;;sulfate de fer (Iron sulphate) 50.0 %;ND;Microgranulé;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600301;XEDAQUINE;;XEDA INTERNATIONAL;Produit de référence;;;;;éthoxyquine (Ethoxyquin) 520.0 g/L;Fongicide;Liquide;RETIRE;28/03/2008;01/12/1977;;;
PPP;7600302;STYMELOL HERBICIDE S;;STYMELOL;Produit de référence;;;;;simazine (Simazine) 10.0 %;Herbicide;Poudre mouillable;RETIRE;01/04/1997;01/12/1976;;;
PPP;7600314;DEDISOL C;;RHODIAGRI LITTORALE;Produit de référence;;;;;1,3-Dichloropropène (1,3-Dichloropropene) 1100.0 g/L;;Liquide fumigation;RETIRE;01/10/1994;01/12/1976;;;
PPP;7600343;CRYPTOSAN CP;;COMPAGNIE DES PRODUITS POUR LE JARDIN;Produit de référence;;;;;manèbe (Maneb) 14.0 % | soufre micronisé (Sulphur) 64.0 % | zirame (Ziram) 5.0 %;;Poudre mouillable;RETIRE;01/12/1993;01/12/1976;;;
PPP;7600353;PROMAZIN L;;L A P A;Produit de référence;;;;;simazine (Simazine) 500.0 g/L;ND;Suspension concentrée;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600355;BAYSOL DESHERBANT TOTAL 60;;BAYER SAS;Produit de référence;;;;;amitrole (Amitrole) 25.0 % | diuron (Diuron) 35.0 %;ND;Poudre mouillable;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600356;DACTHAL W 75;;SDS BIOTECH FRANCE;Produit de référence;;;;;chlorthal-dimethyl (Chlorthal-dimethyl) 75.0 %;;Poudre mouillable;RETIRE;01/11/1987;01/12/1977;;;
PPP;7600357;DIORANE 20;;LA PROTECTION TECHNIQUE;Produit de référence;;;;;atrazine (Atrazine) 20.0 %;;Poudre mouillable;RETIRE;01/10/1990;01/12/1976;;;
PPP;7600370;CASORON G CONCENTRE;;SYNGENTA AGRO S.A.S.;Produit de référence;;;;;dichlobénil (Dichlobenil) 10.0 %;ND;Granulé;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600373;USTINEX PA 60;;BAYER SAS;Produit de référence;;;;;amitrole (Amitrole) 25.0 % | diuron (Diuron) 35.0 %;ND;Poudre mouillable;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600374;TIXIT C;;Evergreen Garden Care France SAS;Produit de revente;;;;;chlorprophame (Chlorpropham) 1.0 %;Subst. Croiss.;Poudre pour poudrage;RETIRE;04/06/1998;01/12/1976;7600465;ENDOGERME CP;
PPP;7600375;AMITRA SUSPENSION;;BAYER SAS (ENVIRONMENTAL);Produit de référence;;;;;amitrole (Amitrole) 125.0 g/L | atrazine (Atrazine) 100.0 g/L;;Liquide;RETIRE;01/02/1997;01/12/1976;;;
PPP;7600376;AMITRA CONCENTRE LIQUIDE;;BAYER SAS (ENVIRONMENTAL);Produit de référence;;;;;amitrole (Amitrole) 200.0 g/L | atrazine (Atrazine) 200.0 g/L;;Liquide;RETIRE;01/02/1997;01/12/1976;;;
PPP;7600379;SHELL DD 92;;SHELL CHIMIE  AGRISHELL       DIVISION AGRICOLE;Produit de référence;;;;;1,3-Dichloropropène (1,3-Dichloropropene) 1110.0 g/L;;Poudre mouillable;RETIRE;01/06/1994;01/12/1976;;;
PPP;7600380;TERPONEL LIQUIDE;;CIBA GEIGY;Produit de référence;;;;;amitrole (Amitrole) 100.0 g/L | atrazine (Atrazine) 100.0 g/L | simazine (Simazine) 200.0 g/L | thiazafluron (Thiazafluron) 150.0 g/L;Herbicide;Liquide;RETIRE;01/04/1997;01/12/1976;;;
PPP;7600381;CARAGARDE LIQUIDE;;CIBA GEIGY;Produit de référence;;;;;terbumeton (Terbumeton) 166.0 g/L | terbuthylazine (Terbuthylazine) 334.0 g/L;Herbicide;Suspension aqueuse;RETIRE;02/04/1998;01/12/1976;;;
PPP;7600383;FCH 60 I BLANC;;SONEST;Produit de référence;;;;;Composition complexe (Composition complexe) 100.0 %;;Liquide;RETIRE;28/06/2006;01/12/1979;;;
PPP;7600386;FUNGAFLOR;;SCHERING;Produit de référence;;;;;imazalil (Imazalil) 200.0 g/L;;Concentré émulsionnable;RETIRE;05/02/1998;01/12/1977;;;
PPP;7600387;SATURNAL;;SCHERING;Produit de référence;;;;;clopyralid sel de monoéthanolamine (Clopyralid) 15.0 g/L | mécoprop sel de monoéthanolamine (Mecoprop) 450.0 g/L;;Liquide;RETIRE;05/02/1998;01/12/1977;;;
PPP;7600388;DINUGEC S;;PHYTEUROP;Produit de référence;;;;;dinosèbe sel d'ammonium (Dinoseb) 157.0 g/L;;Liquide;RETIRE;01/02/1991;01/12/1976;;;
PPP;7600389;BLEDOR 3;;RAFFINERIES DE SOUFRE REUNIES DIVISION DE PENNWALT;Produit de référence;;;;;carbendazime (Carbendazim) 2.0 % | manèbe (Maneb) 16.0 % | soufre micronisé (Sulphur) 60.0 %;;Poudre mouillable;RETIRE;17/08/2007;01/12/1977;;;
PPP;7600390;BLEDOR 2;;RAFFINERIES DE SOUFRE REUNIES DIVISION DE PENNWALT;Produit de référence;;;;;carbendazime (Carbendazim) 2.5 % | soufre micronisé (Sulphur) 75.0 %;;Poudre mouillable;RETIRE;05/02/1998;01/12/1977;;;
PPP;7600394;PHALTANE LIQUIDE;;CHEVRON SERVICES COMPANY SAS;Produit de référence;;;;;folpel (Folpet) 400.0 g/L;;Suspension aqueuse;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600396;ICA 90;;SEDAGRI                       DEP.RHONE POULENC AG;Produit de référence;;;;;gamma-HCH (Gamma-HCH) 90.0 %;Insecticide;Poudre mouillable;RETIRE;05/02/1998;01/12/1976;;;
PPP;7600398;PLURAGRI;;SEDAGRI                       DEP.RHONE POULENC AG;Produit de référence;;;;;atrazine (Atrazine) 250.0 g/L | simazine (Simazine) 250.0 g/L;;Liquide;RETIRE;01/10/1994;01/12/1976;;;
PPP;7600399;GHER GRANULE DOUBLE PROCIDA;;PROCIDA /ROUSSEL UCLAF        DIV AGROVET HOMOLOG;Produit de référence;;;;;propyzamide (Propyzamide) 1.0 % | simazine (Simazine) 0.66 %;;Granulé;RETIRE;01/10/1991;01/12/1976;;;
PPP;7600404;SANDOMIL;;SANDOZ AGRO;Produit de référence;;;;;carbendazime (Carbendazim) 50.0 %;;Poudre mouillable;RETIRE;01/10/1995;01/12/1976;;;
PPP;7600407;MILFIX;;SOPRA;Produit de référence;;;;;cuivre de l'oxychlorure de cuivre (Copper compounds) 15.0 % | folpel (Folpet) 30.0 %;;Poudre mouillable;RETIRE;01/10/1996;01/12/1976;;;
PPP;7600408;BRONX T;;PHYTEUROP;Produit de référence;;;;;carbendazime (Carbendazim) 2.5 % | manèbe (Maneb) 20.0 % | soufre micronisé (Sulphur) 50.0 %;;Poudre mouillable;RETIRE;05/02/1998;01/12/1977;;;
PPP;7600412;CYDAGRI;;SEDAGRI                       DEP.RHONE POULENC AG;Produit de référence;;;;;simazine (Simazine) 500.0 g/L;;Liquide;RETIRE;01/10/1994;01/12/1976;;;
PPP;7600413;PROPAGRI;;SEDAGRI                       DEP.RHONE POULENC AG;Produit de référence;;;;;atrazine (Atrazine) 500.0 g/L;;Liquide;RETIRE;01/10/1994;01/12/1976;;;
PPP;7600415;IKAGRI;;SEDAGRI                       DEP.RHONE POULENC AG;Produit de référence;;;;;gamma-HCH (Gamma-HCH) 90.0 %;;Poudre mouillable;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600416;LINAMEX;;CFPI AGRO;Produit de référence;;;;;butraline (Butralin) 240.0 g/L | linuron (Linuron) 60.0 g/L;ND;Liquide;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600418;SEPPIC M M D;;DUPONT SOLUTIONS (FRANCE) S.A.S.;Produit de référence;;;;;clopyralid sel de monoéthanolamine (Clopyralid) 17.5 g/L | mécoprop sel de monoéthanolamine (Mecoprop) 450.0 g/L | MCPA sel de monoéthanolamine (MCPA) 100.0 g/L;;Concentré émulsionnable;RETIRE;05/02/1998;01/12/1977;;;
PPP;7600422;TURBOFAL PM;;CIBA GEIGY;Produit de référence;;;;;cuivre de l'oxychlorure de cuivre (Copper compounds) 10.0 % | sulfate de cuivre (Copper compounds) 5.0 % | folpel (Folpet) 30.0 %;Fongicide;Poudre mouillable;RETIRE;13/10/2008;01/12/1976;;;
PPP;7600427;DICURAN MICROSEC;;CIBA GEIGY;Produit de référence;;;;;Chlortoluron (Chlorotoluron) 20.0 %;ND;Microgranulé;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600428;PRIMATOPE MICROSEC;;CIBA GEIGY;Produit de référence;;;;;atrazine (Atrazine) 7.5 % | simazine (Simazine) 7.5 %;Herbicide;Microgranulé;RETIRE;01/04/1997;01/12/1976;;;
PPP;7600432;GRAMOXONE SPECIAL;;SOPRA;Produit de référence;;;;;paraquat (Paraquat) 40.0 g/L;;Liquide;RETIRE;23/12/2004;01/12/1976;;;
PPP;7600433;BAYLETON 25;;BAYER SAS;Produit de référence;;;;;triadiméfone (Triadimefon) 25.0 %;ND;Poudre mouillable;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600436;FISONS COURTILIERES;;SCAC FISONS;Produit de référence;;;;;gamma-HCH (Gamma-HCH) 1.5 %;;Granulé;RETIRE;01/10/1990;01/12/1976;;;
PPP;7600438;BARSPROUT;;L A P A;Produit de référence;;;;;chlorprophame (Chlorpropham) 1.27 % | prophame (Propham) 0.07 %;;Poudre pour poudrage;RETIRE;01/12/1996;01/12/1976;;;
PPP;7600446;HERB CAD G;;CENTRE AGRICOLE DESINFECTION;Produit de référence;;;;;atrazine (Atrazine) 4.0 %;;Granulé;RETIRE;01/10/1990;01/12/1976;;;
PPP;7600448;SULFOL VR;;DUPONT SOLUTIONS (FRANCE) S.A.S.;Produit de référence;;;;;soufre micronisé (Sulphur) 80.0 %;;Poudre mouillable;RETIRE;01/12/1996;01/12/1976;;;
PPP;7600469;ANTHONOX;;PEPRO  DEP.RHONE POULENC AGROCHIMIE;Produit de référence;;;;;oxydéméton-méthyl (Oxydemeton-methyl) 250.0 g/L;Insecticide;Liquide;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600471;KOLTHIOR;;SYNGENTA FRANCE SAS;Produit de référence;;;;;soufre micronisé (Sulphur) 80.0 %;Fongicide;Granulé dispersable;RETIRE;29/04/2015;01/12/1976;;;
PPP;7600474;FINETYL;;DOW ELANCO SA;Produit de référence;;;;;fénitrothion (Fenitrothion) 500.0 g/L;;Liquide;RETIRE;01/10/1990;01/12/1977;;;
PPP;7600478;OLEOFANAN;;PHYTEUROP;Produit de référence;;;;;dinosèbe phénol libre (Dinoseb) 275.0 g/L;;Liquide;RETIRE;01/02/1991;01/12/1976;;;
PPP;7600480;FISONS DESHERBANT GAZON;;SCAC FISONS;Produit de référence;;;;;2,4-D sel d'amine (2,4-D) 50.0 g/L | mécoprop sel d'amine (Mecoprop) 200.0 g/L;;Liquide;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600487;STYROCAP 83;;ADAMA FRANCE SAS;Produit de référence;;;;;captane (Captan) 83.0 %;Fongicide;Poudre mouillable;RETIRE;11/01/2013;01/12/1976;;;
PPP;7600488;TOTAMINOL LIQUIDE;;MONTEDISON FRANCE;Produit de référence;;;;;amitrole (Amitrole) 100.0 g/L | atrazine (Atrazine) 400.0 g/L;;Liquide;RETIRE;01/10/1990;01/12/1976;;;
PPP;7600489;CEBURAL 60;;MONTEDISON FRANCE;Produit de référence;;;;;néburon (Neburon) 60.0 %;;Poudre mouillable;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600494;BLANC DU ROSIER UMUPRO;;CMPA (SEDAGRI);Produit de référence;;;;;bupirimate (Bupirimate) 250.0 g/L;;Liquide;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600506;HTG 10 AQUA;;CYANAMID AGRO;Produit de référence;;;;;chlorthiamide (Chlorthiamid) 10.0 %;;Granulé;RETIRE;01/06/1995;01/12/1979;;;
PPP;7600508;NIMROD CP;;COMPAGNIE DES PRODUITS POUR LE JARDIN;Produit de référence;;;;;bupirimate (Bupirimate) 250.0 g/L;;Liquide;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600509;MAZACUIVRE;;ORLIAC ESCOURROU;Produit de référence;;;;;cuivre de l'oxychlorure de cuivre (Copper compounds) 37.5 % | zinèbe (Zineb) 15.0 %;;Poudre mouillable;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600511;CHIMAC TUFANE;;AGRIPHAR SA;Produit de référence;;;;;dinosèbe phénol libre (Dinoseb) 250.0 g/L;;Liquide;RETIRE;01/02/1991;01/12/1976;;;
PPP;7600513;CUINEBE C;;DROGUERIE CENTRALE DU MIDI;Produit de référence;;;;;sulfate de cuivre (Copper compounds) 14.0 % | manèbe (Maneb) 30.0 %;;Poudre mouillable;RETIRE;01/11/1988;01/12/1978;;;
PPP;7600518;ILLOXAN 36 EC;;FRANCAISE HOECHST;Produit de référence;;;;;diclofop (Diclofop) 360.0 g/L;;Liquide;RETIRE;01/11/1987;01/12/1979;;;
PPP;7600522;DEBROUSSAILLANT GEIGY 550;;CIBA GEIGY;Produit de référence;;;;;2,4,5-T ester de butyl glycol (2,4,5-T) 188.0 g/L | 2,4-D ester de butyl glycol (2,4-D) 366.0 g/L;ND;Liquide;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600523;SUPER BOUILLIE PERDOUX;;S C P A;Produit de référence;;;;;sulfate de cuivre (Copper compounds) 20.0 %;Fongicide;Poudre mouillable;RETIRE;17/09/2010;01/12/1976;;;
PPP;7600524;AXA LINU;;AXA;Produit de référence;;;;;linuron (Linuron) 7.5 %;;Poudre mouillable;RETIRE;01/11/1997;01/12/1977;;;
PPP;7600541;PULCAR MIXTE;;MONTEDISON FRANCE;Produit de référence;;;;;dicofol (Dicofol) 250.0 g/L | parathion-méthyl (Parathion-methyl) 150.0 g/L;;Liquide;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600556;CARBAZINC MICRONISE;;RHODIAGRI;Produit de référence;;;;;zirame (Ziram) 90.0 %;;Poudre mouillable;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600558;PARACIDE 2;;RAFFINERIES DE SOUFRE REUNIES;Produit de référence;;;;;parathion-méthyl (Parathion-methyl) 2.0 % | soufre triture ventile (Sulphur) 70.0 %;;Poudre pour poudrage;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600560;INHIBITOL;;OLIFAN;Produit de référence;;;;;Huile de colza esterifiee (Huile de colza esterifiee) 100.0 %;;Liquide;RETIRE;01/11/1996;01/12/1976;;;
PPP;7600561;TOLKAN S;;PEPRO  DEP.RHONE POULENC AGROCHIMIE;Produit de référence;;;;;dinoterbe sel de diméthylamine (Dinoterb) 190.0 g/L | isoproturon (Isoproturon) 210.0 g/L;;Pâte fluide;RETIRE;01/12/1995;01/12/1976;;;
PPP;7600565;ILLOXAN PROCIDA;;PROCIDA /ROUSSEL UCLAF        DIV AGROVET HOMOLOG;Produit de référence;;;;;diclofop (Diclofop) 360.0 g/L;;Concentré émulsionnable;RETIRE;01/12/1993;01/12/1977;;;
