numero AMM;nom produit;Libellé court;Libellé long;
2180245;CITO MAX;DA;Mention d'avertissement : Danger;
2010289;FOLIOL;C4;Toxicité aiguë par voie orale - Catégorie 4;
2010289;FOLIOL;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2010289;FOLIOL;AT;Mention d'avertissement : Attention;
2190945;CATZO;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2190945;CATZO;C1;Sensibilisants cutanés - Catégorie 1;
2190945;CATZO;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2190945;CATZO;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2190945;CATZO;DA;Mention d'avertissement : Danger;
9200060;RHIZOPON AA COMPRIMES;C2;Toxiques pour la reproduction - Catégorie 2;
9200060;RHIZOPON AA COMPRIMES;AT;Mention d'avertissement : Attention;
2090091;ACTARA;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2090091;ACTARA;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2090091;ACTARA;AT;Mention d'avertissement : Attention;
2080049;CRUISER 600 FS;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2080049;CRUISER 600 FS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2080049;CRUISER 600 FS;AT;Mention d'avertissement : Attention;
2090090;FLAGSHIP PRO;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2090090;FLAGSHIP PRO;AA;Pas de mention d'avertissement;
9700442;ABILIS;C4;Toxicité aiguë par voie orale - Catégorie 4;
9700442;ABILIS;C4;Toxicité aiguë par inhalation - Catégorie 4;
9700442;ABILIS;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
9700442;ABILIS;C2;Toxiques pour la reproduction - Catégorie 2;
9700442;ABILIS;Repr. Suppl.;Historique - Toxicité pour la reproduction, catégorie supplémentaire : effets sur ou via allaitement;
9700442;ABILIS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9700442;ABILIS;C1A;Toxiques pour la reproduction - Catégories 1A;
9700442;ABILIS;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
9700442;ABILIS;DA;Mention d'avertissement : Danger;
2210655;DEMON;C3;Toxicité aiguë par voie orale - Catégorie 3;
2210655;DEMON;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2210655;DEMON;C1;Sensibilisants cutanés - Catégorie 1;
2210655;DEMON;C2;Cancérogénicité - Catégorie 2;
2210655;DEMON;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2210655;DEMON;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2210655;DEMON;DA;Mention d'avertissement : Danger;
9700463;PANTHEOS;C4;Toxicité aiguë par inhalation - Catégorie 4;
9700463;PANTHEOS;C1;Sensibilisants cutanés - Catégorie 1;
9700463;PANTHEOS;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
9700463;PANTHEOS;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
9700463;PANTHEOS;C2;Cancérogénicité - Catégorie 2;
9700463;PANTHEOS;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9700463;PANTHEOS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9700463;PANTHEOS;DA;Mention d'avertissement : Danger;
2180862;BORAVI 40 WG;C4;Toxicité aiguë par voie orale - Catégorie 4;
2180862;BORAVI 40 WG;C2;Toxiques pour la reproduction - Catégorie 2;
2180862;BORAVI 40 WG;C1;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 1;
2180862;BORAVI 40 WG;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2180862;BORAVI 40 WG;DA;Mention d'avertissement : Danger;
2140040;BORAVI WG;C3;Toxicité aiguë par voie orale - Catégorie 3;
2140040;BORAVI WG;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2140040;BORAVI WG;C2;Toxiques pour la reproduction - Catégorie 2;
2140040;BORAVI WG;C1;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 1;
2140040;BORAVI WG;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2140040;BORAVI WG;DA;Mention d'avertissement : Danger;
2110173;PERGADO C PEPITE;C4;Toxicité aiguë par inhalation - Catégorie 4;
2110173;PERGADO C PEPITE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2110173;PERGADO C PEPITE;AT;Mention d'avertissement : Attention;
2080100;PERGADO F PEPITE;C4;Toxicité aiguë par inhalation - Catégorie 4;
2080100;PERGADO F PEPITE;C2;Cancérogénicité - Catégorie 2;
2080100;PERGADO F PEPITE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2080100;PERGADO F PEPITE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2080100;PERGADO F PEPITE;AT;Mention d'avertissement : Attention;
2140041;REVIVE;C4;Toxicité aiguë par inhalation - Catégorie 4;
2140041;REVIVE;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2140041;REVIVE;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2140041;REVIVE;C2;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 2;
2140041;REVIVE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2140041;REVIVE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2140041;REVIVE;C1A;Toxiques pour la reproduction - Catégories 1A;
2140041;REVIVE;C1B;Toxiques pour la reproduction - Catégories 1B;
2140041;REVIVE;DA;Mention d'avertissement : Danger;
2170752;VIBRANCE;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2170752;VIBRANCE;AA;Pas de mention d'avertissement;
2120153;BARCLAY PROPYZ;C2;Cancérogénicité - Catégorie 2;
2120153;BARCLAY PROPYZ;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2120153;BARCLAY PROPYZ;AT;Mention d'avertissement : Attention;
2180369;DESHERB'NAT;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2180369;DESHERB'NAT;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2180369;DESHERB'NAT;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
2180369;DESHERB'NAT;DA;Mention d'avertissement : Danger;
2160385;ATLAS PROPICONAZOLE 250;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2160385;ATLAS PROPICONAZOLE 250;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2160385;ATLAS PROPICONAZOLE 250;AT;Mention d'avertissement : Attention;
2150131;NYXXER;C2;Cancérogénicité - Catégorie 2;
2150131;NYXXER;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2150131;NYXXER;AT;Mention d'avertissement : Attention;
9400346;STYROCUIVRE DF;C4;Toxicité aiguë par voie orale - Catégorie 4;
9400346;STYROCUIVRE DF;C4;Toxicité aiguë par inhalation - Catégorie 4;
9400346;STYROCUIVRE DF;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9400346;STYROCUIVRE DF;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9400346;STYROCUIVRE DF;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
9400346;STYROCUIVRE DF;AT;Mention d'avertissement : Attention;
9800194;PENDULUM;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9800194;PENDULUM;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9800194;PENDULUM;AT;Mention d'avertissement : Attention;
2090138;PENDULUM 2G;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2090138;PENDULUM 2G;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2090138;PENDULUM 2G;AT;Mention d'avertissement : Attention;
2020506;PENDULUM PJT;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2020506;PENDULUM PJT;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2020506;PENDULUM PJT;AT;Mention d'avertissement : Attention;
2150066;PROPER FLO;C2;Cancérogénicité - Catégorie 2;
2150066;PROPER FLO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2150066;PROPER FLO;AT;Mention d'avertissement : Attention;
2190093;ALMERIA PLUS;C4;Toxicité aiguë par voie orale - Catégorie 4;
2190093;ALMERIA PLUS;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2190093;ALMERIA PLUS;C1;Sensibilisants cutanés - Catégorie 1;
2190093;ALMERIA PLUS;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2190093;ALMERIA PLUS;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2190093;ALMERIA PLUS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2190093;ALMERIA PLUS;AT;Mention d'avertissement : Attention;
2100083;DICOPHAR;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2100083;DICOPHAR;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
2100083;DICOPHAR;AT;Mention d'avertissement : Attention;
2160487;GENOXONE J;C1;Danger par aspiration - Catégorie 1;
2160487;GENOXONE J;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2160487;GENOXONE J;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2160487;GENOXONE J;C1;Sensibilisants cutanés - Catégorie 1;
2160487;GENOXONE J;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2160487;GENOXONE J;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2160487;GENOXONE J;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2160487;GENOXONE J;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2160487;GENOXONE J;C3;Liquides inflammables - Catégorie 3;
2160487;GENOXONE J;DA;Mention d'avertissement : Danger;
2150364;ROSANIL RTU;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2150364;ROSANIL RTU;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2150364;ROSANIL RTU;AT;Mention d'avertissement : Attention;
2080135;SUPERSECT 10 ME;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2080135;SUPERSECT 10 ME;AT;Mention d'avertissement : Attention;
2010522;VIGILANT G;C4;Toxicité aiguë par voie orale - Catégorie 4;
2010522;VIGILANT G;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2010522;VIGILANT G;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2010522;VIGILANT G;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2010522;VIGILANT G;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2010522;VIGILANT G;AT;Mention d'avertissement : Attention;
2120118;TRADIASPYR JARDIN;C1;Danger par aspiration - Catégorie 1;
2120118;TRADIASPYR JARDIN;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2120118;TRADIASPYR JARDIN;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2120118;TRADIASPYR JARDIN;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2120118;TRADIASPYR JARDIN;C3;Liquides inflammables - Catégorie 3;
2120118;TRADIASPYR JARDIN;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2120118;TRADIASPYR JARDIN;DA;Mention d'avertissement : Danger;
2020065;SENCORAL UDJ;C4;Toxicité aiguë par voie orale - Catégorie 4;
2020065;SENCORAL UDJ;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2020065;SENCORAL UDJ;AT;Mention d'avertissement : Attention;
2100193;SALVO 480;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2100193;SALVO 480;C1;Sensibilisants cutanés - Catégorie 1;
2100193;SALVO 480;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2100193;SALVO 480;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2100193;SALVO 480;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2100193;SALVO 480;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2100193;SALVO 480;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2100193;SALVO 480;DA;Mention d'avertissement : Danger;
9600368;SLOGAN;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
9600368;SLOGAN;C1;Sensibilisants cutanés - Catégorie 1;
9600368;SLOGAN;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
9600368;SLOGAN;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
9600368;SLOGAN;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
9600368;SLOGAN;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9600368;SLOGAN;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9600368;SLOGAN;DA;Mention d'avertissement : Danger;
2020016;CALIN 450;C2;Cancérogénicité - Catégorie 2;
2020016;CALIN 450;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2020016;CALIN 450;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2020016;CALIN 450;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2020016;CALIN 450;C1A;Toxiques pour la reproduction - Catégories 1A;
2020016;CALIN 450;C1B;Toxiques pour la reproduction - Catégories 1B;
2020016;CALIN 450;DA;Mention d'avertissement : Danger;
8100283;AFALON 50 L;C2;Cancérogénicité - Catégorie 2;
8100283;AFALON 50 L;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
8100283;AFALON 50 L;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
8100283;AFALON 50 L;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
8100283;AFALON 50 L;C1A;Toxiques pour la reproduction - Catégories 1A;
8100283;AFALON 50 L;C1B;Toxiques pour la reproduction - Catégories 1B;
8100283;AFALON 50 L;DA;Mention d'avertissement : Danger;
9500326;DEGESCH STRIP;C2;Toxicité aiguë par voie orale - Catégorie 2;
9500326;DEGESCH STRIP;C3;Toxicité aiguë par voie cutanée - Catégorie 3;
9500326;DEGESCH STRIP;C1;Toxicité aiguë par inhalation - Catégorie 1;
9500326;DEGESCH STRIP;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9500326;DEGESCH STRIP;C1;Substances et mélanges qui, au contact de l'eau, dégagent des gaz inflammables - Catégorie 1;
9500326;DEGESCH STRIP;DA;Mention d'avertissement : Danger;
9500323;PHOSTOXIN TABLET;C1;Toxicité aiguë par voie orale - Catégorie 1;
9500323;PHOSTOXIN TABLET;C2;Toxicité aiguë par voie orale - Catégorie 2;
9500323;PHOSTOXIN TABLET;C3;Toxicité aiguë par voie cutanée - Catégorie 3;
9500323;PHOSTOXIN TABLET;C1;Toxicité aiguë par inhalation - Catégorie 1;
9500323;PHOSTOXIN TABLET;C2;Toxicité aiguë par inhalation - Catégorie 2;
9500323;PHOSTOXIN TABLET;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
9500323;PHOSTOXIN TABLET;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9500323;PHOSTOXIN TABLET;C1;Substances et mélanges qui, au contact de l'eau, dégagent des gaz inflammables - Catégorie 1;
9500323;PHOSTOXIN TABLET;DA;Mention d'avertissement : Danger;
9600404;LONPAR JARDIN;C4;Toxicité aiguë par voie orale - Catégorie 4;
9600404;LONPAR JARDIN;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
9600404;LONPAR JARDIN;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
9600404;LONPAR JARDIN;DA;Mention d'avertissement : Danger;
2090187;RAPIDO EV;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2090187;RAPIDO EV;AT;Mention d'avertissement : Attention;
2100020;ACRAMITE;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2100020;ACRAMITE;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2100020;ACRAMITE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2100020;ACRAMITE;AT;Mention d'avertissement : Attention;
2120199;ITCAN SL 270;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2120199;ITCAN SL 270;AA;Pas de mention d'avertissement;
2020219;GREENEX EV;C1;Sensibilisants cutanés - Catégorie 1;
2020219;GREENEX EV;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2020219;GREENEX EV;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2020219;GREENEX EV;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2020219;GREENEX EV;DA;Mention d'avertissement : Danger;
9600001;VALIANT FLASH;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
9600001;VALIANT FLASH;C2;Cancérogénicité - Catégorie 2;
9600001;VALIANT FLASH;C2;Toxiques pour la reproduction - Catégorie 2;
9600001;VALIANT FLASH;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9600001;VALIANT FLASH;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
9600001;VALIANT FLASH;AT;Mention d'avertissement : Attention;
2100217;DICOPHAR PRO;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2100217;DICOPHAR PRO;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
2100217;DICOPHAR PRO;AT;Mention d'avertissement : Attention;
2171241;KILATE WG;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2171241;KILATE WG;DA;Mention d'avertissement : Danger;
2030273;KARATE K JARDIN;C3;Toxicité aiguë par voie orale - Catégorie 3;
2030273;KARATE K JARDIN;C4;Toxicité aiguë par voie cutanée - Catégorie 4;
2030273;KARATE K JARDIN;C1;Toxicité aiguë par inhalation - Catégorie 1;
2030273;KARATE K JARDIN;C2;Toxicité aiguë par inhalation - Catégorie 2;
2030273;KARATE K JARDIN;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2030273;KARATE K JARDIN;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2030273;KARATE K JARDIN;DA;Mention d'avertissement : Danger;
2170711;ACTELLIC SMOKE GENERATOR;C4;Toxicité aiguë par inhalation - Catégorie 4;
2170711;ACTELLIC SMOKE GENERATOR;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2170711;ACTELLIC SMOKE GENERATOR;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2170711;ACTELLIC SMOKE GENERATOR;C2;Matières solides inflammables - Catégorie 2;
2170711;ACTELLIC SMOKE GENERATOR;AT;Mention d'avertissement : Attention;
2170711;ACTELLIC SMOKE GENERATOR;AT;Mention d'avertissement : Attention;
2210109;ARCHITECT;C4;Toxicité aiguë par voie orale - Catégorie 4;
2210109;ARCHITECT;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2210109;ARCHITECT;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2210109;ARCHITECT;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2210109;ARCHITECT;AT;Mention d'avertissement : Attention;
2160312;BORDER;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2160312;BORDER;C1;Sensibilisants cutanés - Catégorie 1;
2160312;BORDER;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2160312;BORDER;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2160312;BORDER;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
